Country,League,Season,Home,Away,HG,AG
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Hazem,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Orobah,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Hilal,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Nassr,3,3
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Ahli,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Qadsiah,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Shabab,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Ettifaq,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Taawoun,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Fateh,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Damac,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Fayha,6,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Khaleej,5,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Riyadh,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Wehda,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Raed,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Ittihad,Al-Orobah,5,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Hilal,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Nassr,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Qadsiah,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Shabab,5,2
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Taawoun,3,2
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Fateh,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Damac,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Fayha,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Riyadh,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Wehda,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Raed,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ahli,Al-Orobah,8,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Hilal,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Ittihad,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Ahli,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Shabab,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Ettifaq,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Taawoun,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Fateh,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Damac,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Fayha,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Khaleej,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Riyadh,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Wehda,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Raed,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Okhdood,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Hazem,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Qadsiah,Al-Orobah,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Hilal,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Nassr,2,4
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Ittihad,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Ahli,1,3
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Qadsiah,2,3
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Ettifaq,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Taawoun,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Fateh,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Damac,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Fayha,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Khaleej,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Riyadh,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Wehda,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Raed,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Okhdood,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Shabab,Al-Orobah,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Hilal,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Nassr,3,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Ittihad,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Ahli,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Qadsiah,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Shabab,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Taawoun,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Fateh,2,3
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Damac,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Fayha,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Khaleej,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Riyadh,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Wehda,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Raed,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Hazem,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Ettifaq,Al-Orobah,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Hilal,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Nassr,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Ittihad,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Ahli,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Qadsiah,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Shabab,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Ettifaq,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Fateh,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Damac,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Fayha,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Khaleej,3,4
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Riyadh,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Wehda,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Raed,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Okhdood,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Taawoun,Al-Orobah,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Hilal,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Nassr,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Ittihad,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Ahli,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Qadsiah,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Shabab,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Ettifaq,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Taawoun,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Damac,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Fayha,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Khaleej,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Riyadh,3,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Wehda,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Raed,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Hazem,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Fateh,Al-Orobah,2,2
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Hilal,1,0
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Ittihad,0,3
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Ahli,2,1
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Qadsiah,5,2
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Shabab,2,2
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Ettifaq,0,1
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Taawoun,1,2
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Fateh,2,0
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Fayha,3,0
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Khaleej,2,1
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Riyadh,1,0
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Wehda,5,0
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Raed,0,2
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Okhdood,1,1
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2024,Damac,Al-Orobah,6,0
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Hilal,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Nassr,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Ittihad,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Ahli,0,6
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Qadsiah,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Shabab,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Ettifaq,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Taawoun,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Fateh,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Damac,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Riyadh,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Wehda,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Raed,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Fayha,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Hilal,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Nassr,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Ahli,1,3
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Qadsiah,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Shabab,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Taawoun,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Fateh,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Damac,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Fayha,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Riyadh,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Wehda,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Raed,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Hazem,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Khaleej,Al-Orobah,5,0
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Hilal,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Nassr,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Ittihad,2,3
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Ahli,3,3
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Qadsiah,0,4
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Shabab,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Ettifaq,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Taawoun,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Fateh,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Damac,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Fayha,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Khaleej,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Wehda,4,2
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Raed,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Okhdood,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Hazem,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Riyadh,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Hilal,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Nassr,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Ittihad,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Ahli,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Qadsiah,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Shabab,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Ettifaq,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Taawoun,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Fateh,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Damac,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Fayha,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Khaleej,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Riyadh,1,3
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Raed,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Okhdood,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Hazem,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Wehda,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Hilal,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Nassr,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Ahli,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Qadsiah,1,3
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Shabab,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Ettifaq,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Taawoun,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Fateh,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Damac,5,3
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Fayha,2,6
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Khaleej,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Riyadh,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Wehda,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Okhdood,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Raed,Al-Orobah,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Hilal,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Ittihad,1,3
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Ahli,0,5
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Qadsiah,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Shabab,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Ettifaq,3,2
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Taawoun,0,4
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Fateh,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Damac,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Fayha,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Khaleej,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Riyadh,0,3
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Wehda,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Raed,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Okhdood,Al-Orobah,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Hilal,1,4
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Nassr,0,5
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Ittihad,0,4
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Ahli,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Qadsiah,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Shabab,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Ettifaq,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Taawoun,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Fateh,2,5
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Damac,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Fayha,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Riyadh,1,3
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Wehda,3,3
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Raed,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Okhdood,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Hazem,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Hilal,0,4
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Nassr,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Ahli,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Qadsiah,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Shabab,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Ettifaq,2,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Taawoun,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Fateh,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Damac,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Fayha,2,4
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Khaleej,5,0
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Riyadh,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Wehda,1,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Raed,0,1
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Okhdood,3,2
Arabia Saudita,Saudi Pro League,2024,Al-Orobah,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Nassr,0,2
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Ittihad,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Ahli,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Qadsiah,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Shabab,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Ettifaq,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Taawoun,1,1
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Fateh,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Damac,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Fayha,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Khaleej,3,1
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Riyadh,1,1
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Wehda,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Raed,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Okhdood,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Hazem,0,0
Arabia Saudita,Saudi Pro League,2025,Al-Hilal,Al-Orobah,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Hilal,1,1
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Ittihad,3,3
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Ahli,2,1
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Qadsiah,4,1
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Shabab,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Ettifaq,4,2
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Taawoun,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Fateh,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Damac,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Fayha,2,1
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Khaleej,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Riyadh,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Wehda,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Raed,5,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Okhdood,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Hazem,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Nassr,Al-Orobah,1,1
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Hilal,3,2
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Nassr,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Ahli,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Qadsiah,2,1
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Shabab,0,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Ettifaq,4,1
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Taawoun,1,1
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Fateh,3,2
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Damac,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Fayha,2,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Khaleej,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Riyadh,0,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Wehda,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Raed,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Hazem,7,0
Arabia Saudita,Saudi Pro League,2025,Al-Ittihad,Al-Orobah,4,0
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Hilal,1,3
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Nassr,2,4
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Ittihad,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Qadsiah,3,0
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Shabab,5,1
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Ettifaq,1,1
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Taawoun,0,2
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Fateh,2,1
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Damac,6,0
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Fayha,1,0
Arabia Saudita,Saudi Pro League,2025,Al-Ahli,Al-Khaleej,3,0
